0.000000	12.000000
0.100000	14.000000
0.200000	14.000000
0.300000	14.000000
0.400000	15.000000
0.500000	15.000000
0.600000	15.000000
0.700000	15.000000
0.800000	15.000000
0.900000	16.000000
1.000000	17.000000
1.100000	17.000000
1.200000	19.000000
1.300000	19.000000
1.400000	21.000000
1.500000	21.000000
1.600000	22.000000
1.700000	23.000000
1.800000	24.000000
1.900000	25.000000
2.000000	27.000000
2.100000	27.000000
2.200000	28.000000
2.300000	29.000000
2.400000	29.000000
2.500000	30.000000
2.600000	32.000000
2.700000	33.000000
2.800000	38.000000
2.900000	42.000000
3.000000	46.000000
3.100000	49.000000
3.200000	55.000000
3.300000	58.000000
3.400000	65.000000
3.500000	75.000000
3.600000	87.000000
3.700000	101.000000
3.800000	120.000000
3.900000	137.000000
4.000000	169.000000
4.100000	202.000000
4.200000	237.000000
4.300000	287.000000
4.400000	347.000000
4.500000	426.000000
4.600000	519.000000
4.700000	636.000000
4.800000	764.000000
4.900000	947.000000
5.000000	1171.000000
5.100000	1469.000000
5.200000	1808.000000
5.300000	2282.000000
5.400000	2804.000000
5.500000	3513.000000
5.600000	4426.000000
5.700000	5469.000000
5.800000	6824.000000
5.900000	8555.000000
6.000000	10683.000000
6.100000	13267.000000
6.200000	16520.000000
6.300000	20565.000000
6.400000	25690.000000
6.500000	32092.000000
6.600000	40031.000000
6.700000	49955.000000
6.800000	62514.000000
6.900000	78089.000000
7.000000	97705.000000
7.100000	121943.000000
7.200000	152354.000000
7.300000	190327.000000
7.400000	237963.000000
7.500000	297337.000000
7.600000	371557.000000
7.700000	463772.000000
7.800000	579294.000000
7.900000	724152.000000
8.000000	905184.000000
8.100000	1130699.000000
8.200000	1412326.000000
8.300000	1765092.000000
8.400000	2204486.000000
8.500000	2754809.000000
8.600000	3441664.000000
8.700000	4301435.000000
8.800000	5376383.000000
8.900000	6718773.000000
9.000000	8395141.000000
9.100000	10488964.000000
9.200000	13104441.000000
9.300000	16374147.000000
9.400000	20456984.000000
9.500000	25560745.000000
9.600000	31934587.000000
9.700000	39903517.000000
9.800000	49859475.000000
9.900000	62301937.000000
10.000000	77847616.000000
