0.000000	0.281407
0.100000	0.294725
0.200000	0.308072
0.300000	0.321390
0.400000	0.334622
0.500000	0.347710
0.600000	0.360596
0.700000	0.373224
0.800000	0.385541
0.900000	0.397493
1.000000	0.409033
1.100000	0.420115
1.200000	0.430700
1.300000	0.440751
1.400000	0.450237
1.500000	0.459130
1.600000	0.467410
1.700000	0.475060
1.800000	0.482066
1.900000	0.488422
2.000000	0.494124
2.100000	0.499172
2.200000	0.503571
2.300000	0.507327
2.400000	0.510451
2.500000	0.512956
2.600000	0.514856
2.700000	0.516168
2.800000	0.516912
2.900000	0.517106
3.000000	0.516772
3.100000	0.515930
3.200000	0.514603
3.300000	0.512813
3.400000	0.510583
3.500000	0.507934
3.600000	0.504891
3.700000	0.501474
3.800000	0.497705
3.900000	0.493606
4.000000	0.489198
4.100000	0.484501
4.200000	0.479536
4.300000	0.474321
4.400000	0.468875
4.500000	0.463217
4.600000	0.457364
4.700000	0.451332
4.800000	0.445139
4.900000	0.438800
5.000000	0.432329
5.100000	0.425742
5.200000	0.419052
5.300000	0.412272
5.400000	0.405416
5.500000	0.398496
5.600000	0.391522
5.700000	0.384507
5.800000	0.377460
5.900000	0.370392
6.000000	0.363312
6.100000	0.356230
6.200000	0.349154
6.300000	0.342092
6.400000	0.335052
6.500000	0.328041
6.600000	0.321067
6.700000	0.314135
6.800000	0.307251
6.900000	0.300422
7.000000	0.293652
7.100000	0.286946
7.200000	0.280310
7.300000	0.273746
7.400000	0.267260
7.500000	0.260854
7.600000	0.254532
7.700000	0.248297
7.800000	0.242152
7.900000	0.236098
8.000000	0.230139
8.100000	0.224275
8.200000	0.218509
8.300000	0.212842
8.400000	0.207275
8.500000	0.201809
8.600000	0.196446
8.700000	0.191184
8.800000	0.186026
8.900000	0.180970
9.000000	0.176018
9.100000	0.171169
9.200000	0.166423
9.300000	0.161779
9.400000	0.157238
9.500000	0.152798
9.600000	0.148458
9.700000	0.144219
9.800000	0.140078
9.900000	0.136036
10.000000	0.132091
10.100000	0.128241
10.200000	0.124486
10.300000	0.120825
10.400000	0.117256
10.500000	0.113777
10.600000	0.110388
10.700000	0.107086
10.800000	0.103871
10.900000	0.100741
11.000000	0.097694
11.100000	0.094729
11.200000	0.091845
11.300000	0.089039
11.400000	0.086310
11.500000	0.083657
11.600000	0.081077
11.700000	0.078570
11.800000	0.076134
11.900000	0.073767
12.000000	0.071468
12.100000	0.069235
12.200000	0.067066
12.300000	0.064960
12.400000	0.062916
12.500000	0.060932
12.600000	0.059006
12.700000	0.057138
12.800000	0.055324
12.900000	0.053566
13.000000	0.051859
13.100000	0.050205
13.200000	0.048600
13.300000	0.047044
13.400000	0.045535
13.500000	0.044072
13.600000	0.042654
13.700000	0.041280
13.800000	0.039948
13.900000	0.038658
14.000000	0.037407
14.100000	0.036195
14.200000	0.035022
14.300000	0.033884
14.400000	0.032783
14.500000	0.031716
14.600000	0.030682
14.700000	0.029682
14.800000	0.028713
14.900000	0.027774
15.000000	0.026866
15.100000	0.025986
15.200000	0.025135
15.300000	0.024310
15.400000	0.023512
15.500000	0.022740
15.600000	0.021992
15.700000	0.021269
15.800000	0.020568
15.900000	0.019891
16.000000	0.019235
16.100000	0.018600
16.200000	0.017986
16.300000	0.017392
16.400000	0.016817
16.500000	0.016261
16.600000	0.015723
16.700000	0.015202
16.800000	0.014699
16.900000	0.014212
17.000000	0.013740
17.100000	0.013285
17.200000	0.012844
17.300000	0.012417
17.400000	0.012005
17.500000	0.011606
17.600000	0.011220
17.700000	0.010847
17.800000	0.010486
17.900000	0.010137
18.000000	0.009800
18.100000	0.009473
18.200000	0.009158
18.300000	0.008852
18.400000	0.008557
18.500000	0.008272
18.600000	0.007996
18.700000	0.007729
18.800000	0.007471
18.900000	0.007222
19.000000	0.006981
19.100000	0.006748
19.200000	0.006522
19.300000	0.006305
19.400000	0.006094
19.500000	0.005890
19.600000	0.005693
19.700000	0.005503
19.800000	0.005319
19.900000	0.005141
20.000000	0.004969
20.100000	0.004803
20.200000	0.004642
20.300000	0.004487
20.400000	0.004336
20.500000	0.004191
20.600000	0.004051
20.700000	0.003915
20.800000	0.003784
20.900000	0.003657
21.000000	0.003535
21.100000	0.003416
21.200000	0.003302
21.300000	0.003191
21.400000	0.003084
21.500000	0.002981
21.600000	0.002881
21.700000	0.002784
21.800000	0.002691
21.900000	0.002601
22.000000	0.002514
22.100000	0.002429
22.200000	0.002348
